"","X.x","sector","state","year","action_occurred","protest_occurred","strike_occurred","total_strikes","total_protests","total_actions","X.y","all_employees","avg_hourly_earnings_all","avg_hourly_earnings_production","avg_weekly_earnings_all","avg_weekly_earnings_production","avg_weekly_hours_all","avg_weekly_hours_production","production_nonsupervisory_employees","Labor.Force","Labor.Force.Participation.Rate","Unemployment.Rate","state_labor_force","state_labor_part","state_unempl_rate","X","adjusted_cpi"
"121",121,"Construction","Maine",2021,0,0,0,0,0,0,172,32.0083333333333,NA,NA,NA,NA,NA,NA,NA,689467.25,60.4333333333333,4.76666666666667,689.46725,60.4333333333333,4.76666666666667,326,263.700557141667
"122",122,"Construction","Maine",2022,0,0,0,0,0,0,173,32.8333333333333,NA,NA,NA,NA,NA,NA,NA,683024.583333333,59.1916666666667,2.85,683.024583333333,59.1916666666667,2.85,377,294.667942075
"123",123,"Construction","Maine",2023,0,0,0,0,0,0,174,34.0666666666667,NA,NA,NA,NA,NA,NA,NA,692673.75,59.4583333333333,2.63333333333333,692.67375,59.4583333333333,2.63333333333333,428,295.858604708333
"124",124,"Construction","Maine",2024,0,0,0,0,0,0,175,35.05,NA,NA,NA,NA,NA,NA,NA,705420.666666667,60.1416666666667,3.11666666666667,705.420666666667,60.1416666666667,3.11666666666667,479,304.591185231667
"125",125,"Construction","Maine",2025,0,0,0,0,0,0,176,33.1,NA,NA,NA,NA,NA,NA,NA,698920.5,59.35,3.8,698.9205,59.35,3.8,NA,NA
"126",126,"Construction","Maine",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",127,"Construction","Maryland",2021,0,0,0,0,0,0,183,160.516666666667,NA,NA,NA,NA,NA,NA,NA,3163834.25,64.9333333333333,5.20833333333333,3163.83425,64.9333333333333,5.20833333333333,327,287.551153166667
"128",128,"Construction","Maryland",2022,1,1,0,0,1,1,184,161.05,NA,NA,NA,NA,NA,NA,NA,3171103.58333333,64.8416666666667,2.975,3171.10358333333,64.8416666666667,2.975,378,307.051849708333
"129",129,"Construction","Maryland",2023,0,0,0,0,0,0,185,160.991666666667,NA,NA,NA,NA,NA,NA,NA,3198852,64.9833333333333,2.19166666666667,3198.852,64.9833333333333,2.19166666666667,429,316.785686875
"130",130,"Construction","Maryland",2024,0,0,0,0,0,0,186,162.808333333333,NA,NA,NA,NA,NA,NA,NA,3247778,65.3666666666667,3.025,3247.778,65.3666666666667,3.025,480,326.135952425
"131",131,"Construction","Maryland",2025,0,0,0,0,0,0,187,156.675,NA,NA,NA,NA,NA,NA,NA,3222103,64.55,3.125,3222.103,64.55,3.125,NA,NA
"132",132,"Construction","Maryland",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",133,"Construction","Massachusetts",2021,1,1,0,0,1,1,194,164.391666666667,NA,NA,NA,NA,NA,NA,NA,3731420.08333333,64.9666666666667,5.275,3731.42008333333,64.9666666666667,5.275,328,289.2067671375
"134",134,"Construction","Massachusetts",2022,0,0,0,0,0,0,195,170.091666666667,NA,NA,NA,NA,NA,NA,NA,3763744.25,65.1916666666667,3.65,3763.74425,65.1916666666667,3.65,379,320.234624729167
"135",135,"Construction","Massachusetts",2023,0,0,0,0,0,0,196,172.75,NA,NA,NA,NA,NA,NA,NA,3805582,65.35,3.5,3805.582,65.35,3.5,430,329.805695916667
"136",136,"Construction","Massachusetts",2024,1,1,0,0,1,1,197,169.566666666667,NA,NA,NA,NA,NA,NA,NA,3901567.33333333,66.3083333333333,4.03333333333333,3901.56733333333,66.3083333333333,4.03333333333333,481,339.540260843333
"137",137,"Construction","Massachusetts",2025,0,0,0,0,0,0,198,157.375,NA,NA,NA,NA,NA,NA,NA,3938057.25,66.625,4.825,3938.05725,66.625,4.825,NA,NA
"138",138,"Construction","Massachusetts",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",139,"Construction","Michigan",2021,0,0,0,0,0,0,205,176.55,NA,NA,NA,NA,NA,NA,NA,4764344.25,59.2,5.68333333333333,4764.34425,59.2,5.68333333333333,329,255.398100175
"140",140,"Construction","Michigan",2022,1,1,0,0,1,1,206,183.575,NA,NA,NA,NA,NA,NA,NA,4855233,60.1583333333333,4.16666666666667,4855.233,60.1583333333333,4.16666666666667,380,273.9237262875
"141",141,"Construction","Michigan",2023,1,1,0,0,1,1,207,189.991666666667,NA,NA,NA,NA,NA,NA,NA,4998028.41666667,61.525,3.91666666666667,4998.02841666667,61.525,3.91666666666667,431,286.982572333333
"142",142,"Construction","Michigan",2024,1,0,1,1,0,1,208,196.283333333333,NA,NA,NA,NA,NA,NA,NA,5061513.5,61.8,4.69166666666667,5061.5135,61.8,4.69166666666667,482,295.453167346667
"143",143,"Construction","Michigan",2025,0,0,0,0,0,0,209,187.875,NA,NA,NA,NA,NA,NA,NA,5066258.25,61.6,5.575,5066.25825,61.6,5.575,NA,NA
"144",144,"Construction","Michigan",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",145,"Construction","Minnesota",2021,0,0,0,0,0,0,216,130.408333333333,NA,NA,NA,NA,NA,NA,NA,3045287.91666667,67.7583333333333,3.68333333333333,3045.28791666667,67.7583333333333,3.68333333333333,330,266.4373331
"146",146,"Construction","Minnesota",2022,0,0,0,0,0,0,217,133.141666666667,NA,NA,NA,NA,NA,NA,NA,3070397,68.075,2.49166666666667,3070.397,68.075,2.49166666666667,381,285.207362354167
"147",147,"Construction","Minnesota",2023,0,0,0,0,0,0,218,136.033333333333,NA,NA,NA,NA,NA,NA,NA,3108093.83333333,68.35,2.80833333333333,3108.09383333333,68.35,2.80833333333333,432,299.880699708333
"148",148,"Construction","Minnesota",2024,0,0,0,0,0,0,219,137.558333333333,NA,NA,NA,NA,NA,NA,NA,3129802,68.1166666666667,3.01666666666667,3129.802,68.1166666666667,3.01666666666667,483,308.731996631667
"149",149,"Construction","Minnesota",2025,1,1,0,0,1,1,220,123.575,NA,NA,NA,NA,NA,NA,NA,3148301,68.15,3.65,3148.301,68.15,3.65,NA,NA
"150",150,"Construction","Minnesota",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",151,"Construction","Mississippi",2021,0,0,0,0,0,0,227,44.825,NA,NA,NA,NA,NA,NA,NA,1257613.91666667,55.25,5.41666666666667,1257.61391666667,55.25,5.41666666666667,331,233.6529248625
"152",152,"Construction","Mississippi",2022,0,0,0,0,0,0,228,46.2916666666667,NA,NA,NA,NA,NA,NA,NA,1257492.58333333,55.1833333333333,3.78333333333333,1257.49258333333,55.1833333333333,3.78333333333333,382,255.538071358333
"153",153,"Construction","Mississippi",2023,0,0,0,0,0,0,229,48.5166666666667,NA,NA,NA,NA,NA,NA,NA,1247609.83333333,54.5083333333333,3.075,1247.60983333333,54.5083333333333,3.075,433,265.982361166667
"154",154,"Construction","Mississippi",2024,0,0,0,0,0,0,230,50.4583333333333,NA,NA,NA,NA,NA,NA,NA,1271435.33333333,55.2833333333333,3.15,1271.43533333333,55.2833333333333,3.15,484,273.833112673333
"155",155,"Construction","Mississippi",2025,0,0,0,0,0,0,231,51.875,NA,NA,NA,NA,NA,NA,NA,1291975.75,56.05,3.825,1291.97575,56.05,3.825,NA,NA
"156",156,"Construction","Mississippi",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",157,"Construction","Missouri",2021,0,0,0,0,0,0,238,131.883333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.16666666666667,NA,NA,4.16666666666667,332,249.298612370833
"158",158,"Construction","Missouri",2022,1,1,1,1,1,2,239,138.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.61666666666667,NA,NA,2.61666666666667,383,266.406179333333
"159",159,"Construction","Missouri",2023,1,0,1,1,0,1,240,143.566666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.10833333333333,NA,NA,3.10833333333333,434,279.602637416667
"160",160,"Construction","Missouri",2024,0,0,0,0,0,0,241,146.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.65,NA,NA,3.65,485,287.855405823333
"161",161,"Construction","Missouri",2025,0,0,0,0,0,0,242,141.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,NA,NA,4.25,NA,NA
"162",162,"Construction","Missouri",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",163,"Construction","Montana",2021,0,0,0,0,0,0,249,33.0833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333,247.664675833333
"164",164,"Construction","Montana",2022,0,0,0,0,0,0,250,36.0416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,384,263.842780683333
"165",165,"Construction","Montana",2023,0,0,0,0,0,0,251,36.9166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435,274.977228166667
"166",166,"Construction","Montana",2024,0,0,0,0,0,0,252,37.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486,283.093472713333
"167",167,"Construction","Montana",2025,0,0,0,0,0,0,253,33.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",168,"Construction","Montana",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",169,"Construction","Nebraska",2021,0,0,0,0,0,0,260,55.8916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334,249.136031620833
"170",170,"Construction","Nebraska",2022,0,0,0,0,0,0,261,58.1333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385,262.994166975
"171",171,"Construction","Nebraska",2023,0,0,0,0,0,0,262,60.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436,275.379437666667
"172",172,"Construction","Nebraska",2024,0,0,0,0,0,0,263,61.9583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487,283.507553853333
"173",173,"Construction","Nebraska",2025,0,0,0,0,0,0,264,60.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",174,"Construction","Nebraska",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",175,"Construction","Nevada",2021,0,0,0,0,0,0,271,98.2666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,258.538618329167
"176",176,"Construction","Nevada",2022,0,0,0,0,0,0,272,106.783333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,281.86850635
"177",177,"Construction","Nevada",2023,0,0,0,0,0,0,273,112.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,437,295.502100833333
"178",178,"Construction","Nevada",2024,1,0,1,1,0,1,274,110.558333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,488,304.224158766667
"179",179,"Construction","Nevada",2025,0,0,0,0,0,0,275,108.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",180,"Construction","Nevada",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",181,"Construction","New Hampshire",2021,0,0,0,0,0,0,282,29.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336,277.918243729167
"182",182,"Construction","New Hampshire",2022,0,0,0,0,0,0,283,30.2833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,387,315.476535454167
"183",183,"Construction","New Hampshire",2023,0,0,0,0,0,0,284,31.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438,320.990604375
"184",184,"Construction","New Hampshire",2024,0,0,0,0,0,0,285,32.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,489,330.464982525
"185",185,"Construction","New Hampshire",2025,0,0,0,0,0,0,286,30.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",186,"Construction","New Hampshire",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",187,"Construction","New Jersey",2021,1,1,0,0,1,1,293,157.608333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,295.869868208333
"188",188,"Construction","New Jersey",2022,0,0,0,0,0,0,294,163.566666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388,318.2828132
"189",189,"Construction","New Jersey",2023,1,1,0,0,2,2,295,165.891666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439,331.771037791667
"190",190,"Construction","New Jersey",2024,0,0,0,0,0,0,296,165.183333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490,341.563611868333
"191",191,"Construction","New Jersey",2025,0,0,0,0,0,0,297,156.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",192,"Construction","New Jersey",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",193,"Construction","New Mexico",2021,0,0,0,0,0,0,304,47.7666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,338,243.4240279375
"194",194,"Construction","New Mexico",2022,0,0,0,0,0,0,305,49.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,389,266.028692545833
"195",195,"Construction","New Mexico",2023,0,0,0,0,0,0,306,52.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440,275.409908083333
"196",196,"Construction","New Mexico",2024,0,0,0,0,0,0,307,53.9333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491,283.538923636667
"197",197,"Construction","New Mexico",2025,0,0,0,0,0,0,308,59.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",198,"Construction","New Mexico",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",199,"Construction","New York",2021,1,1,0,0,6,6,315,376.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339,296.9456108375
"200",200,"Construction","New York",2022,1,1,0,0,3,3,316,388.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390,314.785939470833
"201",201,"Construction","New York",2023,1,1,0,0,1,1,317,392.666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441,327.940906416667
"202",202,"Construction","New York",2024,1,1,0,0,2,2,318,390.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,492,337.620430103333
"203",203,"Construction","New York",2025,1,1,0,0,2,2,319,366.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",204,"Construction","New York",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205",205,"Construction","North Carolina",2021,0,0,0,0,0,0,326,238.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,254.059518666667
"206",206,"Construction","North Carolina",2022,0,0,0,0,0,0,327,247.841666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391,275.062039158333
"207",207,"Construction","North Carolina",2023,0,0,0,0,0,0,328,261.241666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442,286.845455458333
"208",208,"Construction","North Carolina",2024,0,0,0,0,0,0,329,271.258333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,493,295.312003321667
"209",209,"Construction","North Carolina",2025,0,0,0,0,0,0,330,273.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",210,"Construction","North Carolina",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",211,"Construction","North Dakota",2021,0,0,0,0,0,0,337,25.4416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341,246.4155137375
"212",212,"Construction","North Dakota",2022,0,0,0,0,0,0,338,26.2166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392,259.620195920833
"213",213,"Construction","North Dakota",2023,0,0,0,0,0,0,339,27.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,443,269.8825745
"214",214,"Construction","North Dakota",2024,0,0,0,0,0,0,340,29.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494,277.84844494
"215",215,"Construction","North Dakota",2025,0,0,0,0,0,0,341,25.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",216,"Construction","North Dakota",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",217,"Construction","Ohio",2021,0,0,0,0,0,0,348,224.016666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,342,249.856806279167
"218",218,"Construction","Ohio",2022,1,1,0,0,2,2,349,233.458333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393,267.790297554167
"219",219,"Construction","Ohio",2023,1,0,1,1,0,1,350,238.191666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444,279.7549895
"220",220,"Construction","Ohio",2024,1,1,0,0,1,1,351,248.491666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,495,288.01225474
"221",221,"Construction","Ohio",2025,0,0,0,0,0,0,352,244.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",222,"Construction","Ohio",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",223,"Construction","Oklahoma",2021,0,0,0,0,0,0,359,78.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343,243.597447404167
"224",224,"Construction","Oklahoma",2022,0,0,0,0,0,0,360,79.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394,259.8250337125
"225",225,"Construction","Oklahoma",2023,0,0,0,0,0,0,361,82.8666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445,269.011120583333
"226",226,"Construction","Oklahoma",2024,0,0,0,0,0,0,362,86.0166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496,276.951269136667
"227",227,"Construction","Oklahoma",2025,0,0,0,0,0,0,363,89.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",228,"Construction","Oklahoma",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",229,"Construction","Oregon",2021,1,0,1,1,0,1,370,111.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344,279.47630925
"230",230,"Construction","Oregon",2022,0,0,0,0,0,0,371,115.783333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395,311.924062895833
"231",231,"Construction","Oregon",2023,0,0,0,0,0,0,372,118.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446,319.089250375
"232",232,"Construction","Oregon",2024,0,0,0,0,0,0,373,116.933333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,497,328.507508045
"233",233,"Construction","Oregon",2025,0,0,0,0,0,0,374,113.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",234,"Construction","Oregon",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",235,"Construction","Pennsylvania",2021,0,0,0,0,0,0,381,254.783333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345,260.427264708333
"236",236,"Construction","Pennsylvania",2022,0,0,0,0,0,0,382,259.083333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396,281.406158191667
"237",237,"Construction","Pennsylvania",2023,0,0,0,0,0,0,383,260.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,447,297.0865625
"238",238,"Construction","Pennsylvania",2024,1,1,0,0,1,1,384,259.908333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498,305.8553875
"239",239,"Construction","Pennsylvania",2025,0,0,0,0,0,0,385,248.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",240,"Construction","Pennsylvania",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",241,"Construction","Puerto Rico",2021,0,0,0,0,0,0,392,29.1416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",242,"Construction","Puerto Rico",2022,0,0,0,0,0,0,393,32.6916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",243,"Construction","Puerto Rico",2023,0,0,0,0,0,0,394,34.7833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",244,"Construction","Puerto Rico",2024,0,0,0,0,0,0,395,37.0583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",245,"Construction","Puerto Rico",2025,0,0,0,0,0,0,396,38.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",246,"Construction","Puerto Rico",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",247,"Construction","Rhode Island",2021,0,0,0,0,0,0,403,20.0333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346,276.782888158333
"248",248,"Construction","Rhode Island",2022,0,0,0,0,0,0,404,21.0166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397,305.489229983333
"249",249,"Construction","Rhode Island",2023,0,0,0,0,0,0,405,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448,309.0065895
"250",250,"Construction","Rhode Island",2024,0,0,0,0,0,0,406,22.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,499,318.12724674
"251",251,"Construction","Rhode Island",2025,0,0,0,0,0,0,407,21.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",252,"Construction","Rhode Island",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",253,"Construction","South Carolina",2021,0,0,0,0,0,0,414,104.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347,253.726228129167
"254",254,"Construction","South Carolina",2022,0,0,0,0,0,0,415,108.658333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398,273.101448866667
"255",255,"Construction","South Carolina",2023,0,0,0,0,0,0,416,112.383333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449,283.914201375
"256",256,"Construction","South Carolina",2024,0,0,0,0,0,0,417,118.016666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,292.294230165
"257",257,"Construction","South Carolina",2025,0,0,0,0,0,0,418,122.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",258,"Construction","South Carolina",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",259,"Construction","Tennessee",2021,1,1,0,0,1,1,436,136.491666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349,245.483384104167
"260",260,"Construction","Tennessee",2022,0,0,0,0,0,0,437,147.066666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,268.6213537375
"261",261,"Construction","Tennessee",2023,0,0,0,0,0,0,438,156.591666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451,281.897059791667
"262",262,"Construction","Tennessee",2024,0,0,0,0,0,0,439,163.883333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502,290.217550508333
"263",263,"Construction","Tennessee",2025,0,0,0,0,0,0,440,160.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",264,"Construction","Tennessee",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265",265,"Construction","Texas",2021,0,0,0,0,0,0,447,737.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,266.643268716667
"266",266,"Construction","Texas",2022,1,1,0,0,1,1,448,783.366666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401,285.154689779167
"267",267,"Construction","Texas",2023,0,0,0,0,0,0,449,823.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452,296.096273958333
"268",268,"Construction","Texas",2024,0,0,0,0,0,0,450,854.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,503,304.835869541667
"269",269,"Construction","Texas",2025,0,0,0,0,0,0,451,864.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",270,"Construction","Texas",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",271,"Construction","U.S. Virgin Islands",2021,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272",272,"Construction","U.S. Virgin Islands",2022,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",273,"Construction","U.S. Virgin Islands",2023,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",274,"Construction","U.S. Virgin Islands",2024,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
